Senator,Age,Emotion,Race,Val1,Val2,Val3,pct,Gender
amy_klobuchar,36,sad,white,-0.099,-0.198,-0.297,54.0,Woman
amy_klobuchar,38,sad,white,-0.07,-0.134,-0.174,50.2,Woman
amy_klobuchar,32,happy,white,0.396,0.297,0.495,60.0,Woman
amy_klobuchar,24,happy,white,0.396,0.297,0.495,63.0,Woman
amy_klobuchar,42,happy,white,0.396,0.297,0.495,62.0,Woman
amy_klobuchar,36,happy,white,0.396,0.297,0.495,60.0,Woman
amy_klobuchar,36,happy,white,0.374,0.278,0.468,53.6,Woman
amy_klobuchar,38,sad,white,-0.07,-0.134,-0.174,59.0,Woman
amy_klobuchar,36,happy,white,0.396,0.297,0.495,53.0,Woman
amy_klobuchar,41,fear,white,-0.053,-0.15,-0.097,49.0,Woman
amy_klobuchar,37,happy,white,0.392,0.294,0.49,50.0,Woman
amy_klobuchar,36,happy,white,0.346,0.252,0.43,56.0,Woman
benjamin_l._cardin,56,happy,asian,0.396,0.297,0.495,53.6,Man
benjamin_l._cardin,61,happy,asian,0.396,0.297,0.495,59.0,Man
benjamin_l._cardin,50,happy,asian,0.396,0.297,0.495,53.0,Man
benjamin_l._cardin,50,happy,asian,0.396,0.297,0.495,49.0,Man
benjamin_l._cardin,44,angry,white,0.03,-0.069,0.129,50.0,Man
benjamin_l._cardin,41,angry,asian,-0.109,-0.174,-0.099,56.0,Man
benjamin_l._cardin,32,sad,white,-0.099,-0.198,-0.287,57.0,Man
benjamin_l._cardin,39,happy,white,0.368,0.276,0.46,53.0,Man
benjamin_l._cardin,39,sad,white,0.022,-0.049,-0.057,55.0,Man
benjamin_l._cardin,54,angry,white,-0.1,-0.161,-0.097,56.0,Man
benjamin_l._cardin,48,fear,white,-0.059,-0.155,-0.05,49.4,Man
benjamin_l._cardin,54,angry,white,-0.162,-0.256,-0.11,53.6,Man
benjamin_l._cardin,51,happy,asian,0.317,0.223,0.398,59.0,Man
bernard_sanders,49,fear,white,-0.105,-0.202,-0.169,60.0,Man
bernard_sanders,27,fear,white,-0.098,-0.196,-0.13,75.0,Man
bernard_sanders,39,happy,white,0.392,0.294,0.49,66.0,Man
bernard_sanders,39,happy,white,0.392,0.294,0.49,60.0,Man
bernard_sanders,27,fear,white,-0.098,-0.196,-0.13,75.0,Man
bernard_sanders,39,happy,white,0.104,0.024,0.184,66.0,Man
bernard_sanders,54,angry,white,-0.13,-0.213,-0.133,60.0,Man
bernard_sanders,36,fear,white,-0.054,-0.108,-0.054,75.0,Man
bernard_sanders,35,fear,asian,0.049,-0.046,0.003,66.0,Man
bernard_sanders,38,sad,asian,-0.096,-0.177,-0.213,60.0,Man
bernard_sanders,52,happy,white,0.396,0.297,0.495,75.0,Man
bernard_sanders,39,happy,white,0.396,0.297,0.495,66.0,Man
bernard_sanders,25,fear,white,-0.099,-0.198,-0.099,60.0,Man
bill_cassidy,33,sad,white,-0.091,-0.178,-0.233,42.0,Man
bill_cassidy,25,neutral,white,-0.031,-0.057,-0.04,52.0,Man
bill_cassidy,26,happy,white,0.4,0.3,0.5,46.0,Man
bill_cassidy,35,neutral,white,-0.002,-0.013,0.003,48.0,Man
bill_cassidy,51,happy,white,0.4,0.3,0.5,49.0,Man
bill_cassidy,53,fear,white,-0.101,-0.2,-0.099,50.0,Man
bill_cassidy,44,happy,white,0.4,0.3,0.5,42.0,Man
bill_cassidy,33,sad,white,-0.091,-0.178,-0.233,44.0,Man
bill_cassidy,30,neutral,white,-0.015,-0.036,-0.003,46.0,Man
bill_hagerty,35,happy,white,0.316,0.237,0.395,55.0,Man
bill_hagerty,39,fear,asian,-0.033,-0.128,-0.048,56.3,Man
bill_hagerty,46,happy,asian,0.192,0.094,0.25,60.7,Man
bill_hagerty,44,happy,asian,0.384,0.288,0.48,55.0,Man
bill_hagerty,41,neutral,asian,0.124,0.093,0.155,56.3,Man
bill_hagerty,31,neutral,asian,-0.027,-0.054,-0.063,60.7,Man
bill_hagerty,44,happy,asian,0.384,0.288,0.48,55.0,Man
bill_hagerty,46,fear,latino hispanic,-0.099,-0.198,-0.099,56.3,Man
bill_hagerty,41,neutral,asian,0.02,0.015,0.025,60.7,Man
bill_hagerty,39,neutral,latino hispanic,0.091,0.068,0.112,55.0,Man
bill_nelson,27,angry,asian,-0.14,-0.223,-0.171,48.0,Man
bill_nelson,42,sad,white,-0.093,-0.185,-0.274,49.9,Man
bill_nelson,41,happy,white,0.396,0.297,0.495,48.0,Man
bill_nelson,42,sad,white,-0.093,-0.185,-0.274,53.0,Man
bill_nelson,40,happy,white,0.396,0.297,0.495,47.0,Man
bill_nelson,41,happy,white,0.396,0.297,0.495,46.0,Man
bill_nelson,51,neutral,white,0.0,0.0,0.0,46.0,Man
bill_nelson,37,happy,white,0.396,0.297,0.495,44.0,Man
bill_nelson,30,happy,white,0.396,0.297,0.495,41.3,Man
bill_nelson,41,happy,white,0.396,0.297,0.495,48.0,Man
bill_nelson,32,angry,white,-0.155,-0.251,-0.133,50.0,Man
bill_nelson,29,happy,white,0.383,0.286,0.479,45.0,Man
charles_e._schumer,41,happy,white,0.392,0.294,0.49,54.0,Man
charles_e._schumer,35,happy,white,0.34,0.255,0.425,56.0,Man
charles_e._schumer,59,angry,middle eastern,-0.191,-0.29,-0.109,50.0,Man
charles_e._schumer,27,happy,middle eastern,0.396,0.297,0.495,59.0,Man
charles_e._schumer,23,happy,middle eastern,0.396,0.297,0.495,60.0,Man
charles_e._schumer,44,happy,white,0.316,0.237,0.395,52.0,Man
charles_e._schumer,41,happy,white,0.392,0.294,0.49,56.0,Man
charles_e._schumer,59,sad,white,-0.095,-0.182,-0.239,50.6,Man
christopher_a._coons,26,happy,white,0.388,0.29,0.478,57.0,Man
christopher_a._coons,42,happy,asian,0.3,0.225,0.375,57.0,Man
christopher_a._coons,35,angry,white,-0.122,-0.202,-0.15,57.0,Man
christopher_a._coons,37,angry,white,-0.19,-0.288,-0.11,57.0,Man
christopher_a._coons,49,happy,white,0.175,0.092,0.171,57.0,Man
christopher_a._coons,26,happy,white,0.388,0.29,0.478,57.0,Man
christopher_a._coons,25,neutral,white,-0.05,-0.1,-0.068,57.0,Man
christopher_a._coons,50,neutral,asian,-0.065,-0.111,-0.1,57.0,Man
christopher_a._coons,50,neutral,asian,-0.065,-0.111,-0.1,57.0,Man
christopher_a._coons,28,neutral,latino hispanic,0.0,0.0,0.0,57.0,Man
christopher_a._coons,55,neutral,white,0.042,0.0079999999999999,0.048,57.0,Man
christopher_a._coons,44,neutral,white,-0.076,-0.133,-0.103,57.0,Man
christopher_a._coons,25,neutral,white,-0.05,-0.1,-0.068,57.0,Man
christopher_a._coons,50,fear,white,-0.097,-0.194,-0.099,57.0,Man
christopher_murphy,46,neutral,white,0.08,0.05,0.09,58.0,Man
christopher_murphy,34,neutral,white,0.08,0.06,0.1,59.0,Man
christopher_murphy,28,happy,white,0.396,0.297,0.495,55.1,Man
christopher_murphy,27,happy,white,0.335,0.247,0.42,57.0,Man
christopher_murphy,30,surprise,white,0.297,0.198,0.198,56.0,Man
christopher_murphy,40,angry,white,-0.182,-0.278,-0.103,54.0,Man
christopher_murphy,28,happy,white,0.396,0.297,0.495,58.0,Man
christopher_murphy,27,sad,asian,-0.099,-0.198,-0.281,59.0,Man
christopher_murphy,34,neutral,white,0.08,0.06,0.1,55.1,Man
christopher_murphy,26,neutral,white,-0.004,-0.033,-0.032,57.0,Man
christopher_murphy,27,happy,white,0.368,0.276,0.46,56.0,Man
christopher_murphy,37,neutral,white,0.0,0.0,0.0,54.0,Man
christopher_murphy,30,surprise,white,0.277,0.178,0.183,58.0,Man
christopher_murphy,35,happy,white,0.383,0.287,0.477,59.0,Man
cindy_hyde-smith,39,happy,white,0.264,0.168,0.342,29.0,Woman
cindy_hyde-smith,49,happy,white,0.147,0.069,0.186,27.4,Woman
cindy_hyde-smith,35,sad,white,-0.064,-0.126,-0.178,58.31,Woman
cindy_hyde-smith,37,happy,white,0.388,0.291,0.485,47.0,Woman
cindy_hyde-smith,51,happy,white,0.396,0.297,0.495,50.0,Woman
cindy_hyde-smith,42,happy,white,0.34,0.255,0.425,36.0,Woman
cindy_hyde-smith,34,sad,white,-0.057,-0.125,-0.139,24.0,Woman
cindy_hyde-smith,35,sad,white,-0.064,-0.126,-0.178,38.0,Woman
cindy_hyde-smith,32,happy,white,0.34,0.255,0.425,38.0,Woman
cindy_hyde-smith,46,happy,white,0.32,0.24,0.4,27.0,Woman
cindy_hyde-smith,39,happy,white,0.264,0.168,0.342,54.0,Woman
claire_mccaskill,27,fear,white,-0.139,-0.237,-0.13,46.0,Woman
claire_mccaskill,28,fear,white,-0.118,-0.216,-0.118,47.0,Woman
claire_mccaskill,47,neutral,white,-0.053,-0.097,-0.07,41.0,Woman
claire_mccaskill,49,surprise,white,0.273,0.174,0.18,46.0,Woman
claire_mccaskill,42,happy,white,0.384,0.288,0.48,45.0,Woman
claire_mccaskill,46,happy,white,0.396,0.297,0.495,50.0,Woman
claire_mccaskill,53,happy,white,0.396,0.297,0.495,41.0,Woman
claire_mccaskill,49,surprise,white,0.273,0.174,0.18,45.2,Woman
claire_mccaskill,47,happy,white,0.396,0.297,0.495,43.0,Woman
claire_mccaskill,49,happy,white,0.396,0.297,0.495,45.0,Woman
claire_mccaskill,46,happy,white,0.396,0.297,0.495,46.0,Woman
claire_mccaskill,46,surprise,white,0.146,0.053,0.044,46.0,Woman
claire_mccaskill,42,happy,white,0.384,0.288,0.48,46.0,Woman
claire_mccaskill,42,happy,white,0.384,0.288,0.48,47.0,Woman
cory_a._booker,34,sad,black,-0.09,-0.18,-0.266,58.0,Man
cory_a._booker,34,sad,black,-0.09,-0.18,-0.266,55.0,Man
cory_a._booker,30,fear,white,-0.1,-0.199,-0.099,59.0,Man
cory_a._booker,31,sad,black,0.012,-0.085,-0.043,61.0,Man
cory_a._booker,31,happy,latino hispanic,0.396,0.297,0.495,56.6,Man
cory_a._booker,33,fear,black,-0.019,-0.118,-0.039,51.55,Man
cory_a._booker,29,happy,black,0.396,0.297,0.495,55.0,Man
cory_a._booker,32,happy,latino hispanic,0.38,0.282,0.472,61.0,Man
cory_a._booker,29,sad,black,-0.097,-0.193,-0.278,58.0,Man
cory_a._booker,33,fear,black,-0.019,-0.118,-0.039,55.0,Man
cory_a._booker,30,fear,black,-0.129,-0.227,-0.118,59.0,Man
cory_a._booker,29,sad,black,-0.098,-0.196,-0.276,61.0,Man
cory_a._booker,30,fear,black,-0.128,-0.227,-0.111,56.6,Man
cory_a._booker,30,neutral,black,-0.052,-0.116,-0.056,51.55,Man
cory_gardner,28,happy,white,0.396,0.297,0.495,42.0,Man
cory_gardner,29,fear,white,-0.068,-0.166,-0.062,39.0,Man
cory_gardner,29,fear,white,-0.068,-0.166,-0.062,46.0,Man
cory_gardner,39,neutral,white,0.0,0.0,0.0,42.0,Man
cory_gardner,30,neutral,white,0.0,0.0,0.0,39.0,Man
cory_gardner,33,happy,white,0.327,0.241,0.412,40.0,Man
cory_gardner,33,angry,white,-0.148,-0.239,-0.116,40.0,Man
cory_gardner,39,happy,white,0.396,0.297,0.495,41.0,Man
cory_gardner,39,neutral,white,0.0,0.0,0.0,45.0,Man
cory_gardner,40,happy,white,0.396,0.297,0.495,38.0,Man
cory_gardner,34,angry,white,-0.107,-0.163,-0.066,39.7,Man
cory_gardner,33,angry,white,-0.148,-0.239,-0.116,42.0,Man
cory_gardner,34,happy,white,0.392,0.294,0.49,42.0,Man
cory_gardner,44,angry,white,-0.092,-0.177,-0.085,43.1,Man
cynthia_m._lummis,36,happy,white,0.388,0.291,0.485,56.0,Woman
cynthia_m._lummis,30,neutral,latino hispanic,0.096,0.072,0.12,56.0,Woman
cynthia_m._lummis,39,happy,white,0.396,0.297,0.495,56.0,Woman
cynthia_m._lummis,32,happy,white,0.396,0.297,0.495,56.0,Woman
cynthia_m._lummis,35,happy,white,0.396,0.297,0.495,56.0,Woman
cynthia_m._lummis,39,happy,white,0.396,0.297,0.495,56.0,Woman
cynthia_m._lummis,36,happy,white,0.388,0.291,0.485,56.0,Woman
cynthia_m._lummis,44,happy,white,0.396,0.297,0.495,56.0,Woman
dan_sullivan,41,fear,white,-0.098,-0.196,-0.101,46.0,Man
dan_sullivan,37,happy,white,0.336,0.252,0.42,48.0,Man
dan_sullivan,48,sad,white,-0.141,-0.24,-0.213,44.0,Man
dan_sullivan,42,sad,white,-0.098,-0.195,-0.275,46.0,Man
dan_sullivan,33,sad,white,-0.092,-0.183,-0.259,45.0,Man
dan_sullivan,37,happy,white,0.336,0.252,0.42,46.0,Man
dan_sullivan,33,happy,white,0.344,0.258,0.43,47.0,Man
dan_sullivan,41,fear,white,-0.098,-0.196,-0.101,53.0,Man
dan_sullivan,49,angry,white,-0.181,-0.28,-0.133,46.0,Man
dan_sullivan,33,sad,white,-0.092,-0.183,-0.259,43.0,Man
david_perdue,50,angry,middle eastern,-0.108,-0.18,-0.115,44.0,Man
david_perdue,24,happy,white,0.272,0.176,0.333,46.0,Man
david_perdue,35,sad,white,-0.122,-0.22,-0.184,44.0,Man
david_perdue,45,angry,white,-0.014,-0.111,0.005,47.0,Man
david_perdue,49,happy,white,0.356,0.267,0.445,48.0,Man
david_perdue,52,happy,white,0.368,0.276,0.46,48.0,Man
david_perdue,51,happy,asian,0.392,0.294,0.49,50.0,Man
david_perdue,24,happy,white,0.272,0.176,0.333,41.0,Man
david_perdue,49,happy,white,0.38,0.285,0.475,43.0,Man
david_perdue,35,sad,white,-0.122,-0.22,-0.184,43.0,Man
david_perdue,51,happy,white,0.34,0.255,0.425,43.15,Man
david_perdue,25,happy,white,0.396,0.297,0.495,44.0,Man
david_perdue,45,angry,white,-0.014,-0.111,0.005,48.0,Man
david_perdue,30,fear,white,-0.099,-0.198,-0.169,43.0,Man
david_perdue,46,happy,white,0.332,0.249,0.415,47.0,Man
dean_heller,24,happy,white,0.392,0.294,0.49,45.0,Man
dean_heller,35,fear,white,-0.097,-0.194,-0.099,46.0,Man
dean_heller,38,sad,white,-0.098,-0.196,-0.264,42.0,Man
dean_heller,37,fear,white,-0.089,-0.185,-0.158,46.0,Man
dean_heller,28,sad,white,-0.075,-0.144,-0.151,45.0,Man
dean_heller,30,happy,white,0.332,0.249,0.415,43.0,Man
dean_heller,31,neutral,asian,0.052,0.039,0.065,40.0,Man
dean_heller,36,neutral,asian,-0.035,-0.072,-0.055,42.49,Man
dean_heller,28,sad,white,-0.075,-0.144,-0.151,44.0,Man
dean_heller,44,sad,white,-0.096,-0.191,-0.261,43.0,Man
dean_heller,35,fear,white,-0.097,-0.194,-0.099,34.0,Man
dean_heller,27,happy,white,0.396,0.297,0.495,48.1,Man
deb_fischer,48,fear,white,-0.07,-0.166,-0.075,38.0,Woman
deb_fischer,46,happy,white,0.396,0.297,0.495,54.0,Woman
deb_fischer,44,happy,white,0.396,0.297,0.495,42.0,Woman
deb_fischer,36,sad,white,-0.082,-0.164,-0.246,51.0,Woman
deb_fischer,34,sad,latino hispanic,-0.101,-0.199,-0.278,38.0,Woman
deb_fischer,39,happy,white,0.392,0.294,0.49,54.0,Woman
deb_fischer,43,happy,white,0.356,0.267,0.445,42.0,Woman
deb_fischer,43,happy,white,0.332,0.249,0.415,51.0,Woman
deb_fischer,46,happy,white,0.396,0.297,0.495,38.0,Woman
deb_fischer,49,neutral,white,-0.012,-0.021,-0.013,54.0,Woman
deb_fischer,37,happy,white,0.384,0.288,0.48,42.0,Woman
debbie_stabenow,26,neutral,white,-0.047,-0.094,-0.055,48.0,Woman
debbie_stabenow,50,happy,white,0.396,0.297,0.495,51.3,Woman
debbie_stabenow,44,happy,white,0.396,0.297,0.495,49.0,Woman
debbie_stabenow,55,happy,white,0.388,0.291,0.485,53.0,Woman
debbie_stabenow,42,angry,white,-0.087,-0.153,-0.03,47.3,Woman
debbie_stabenow,31,happy,white,0.327,0.234,0.411,52.8,Woman
debbie_stabenow,51,happy,white,0.396,0.297,0.495,49.0,Woman
debbie_stabenow,41,neutral,white,0.128,0.076,0.132,53.0,Woman
debbie_stabenow,58,happy,white,0.396,0.297,0.495,53.0,Woman
debbie_stabenow,55,happy,white,0.392,0.294,0.49,49.0,Woman
debbie_stabenow,42,happy,white,0.396,0.297,0.495,54.0,Woman
debbie_stabenow,53,fear,white,0.055,-0.043,0.04,53.0,Woman
debbie_stabenow,39,sad,white,-0.107,-0.204,-0.205,52.0,Woman
debbie_stabenow,55,happy,white,0.348,0.251,0.421,53.0,Woman
dianne_feinstein,41,fear,white,-0.097,-0.194,-0.193,45.0,Woman
dianne_feinstein,50,neutral,white,0.0,0.0,0.0,40.9,Woman
dianne_feinstein,55,happy,white,0.396,0.297,0.495,50.0,Woman
dianne_feinstein,36,sad,white,-0.097,-0.194,-0.291,47.0,Woman
dianne_feinstein,55,happy,white,0.396,0.297,0.495,41.0,Woman
dianne_feinstein,39,neutral,white,-0.032,-0.064,-0.096,43.0,Woman
dianne_feinstein,40,fear,white,-0.132,-0.23,-0.098,36.0,Woman
dianne_feinstein,52,neutral,white,0.039,0.026,0.026,37.8,Woman
dianne_feinstein,40,fear,white,-0.132,-0.23,-0.098,55.0,Woman
dianne_feinstein,50,neutral,white,0.0,0.0,0.0,43.0,Woman
dianne_feinstein,37,neutral,white,0.0,0.0,0.0,42.0,Woman
dianne_feinstein,42,happy,white,0.153,0.056,0.199,40.0,Woman
dianne_feinstein,36,sad,white,-0.097,-0.194,-0.291,45.0,Woman
edward_j._markey,66,fear,white,-0.123,-0.22,-0.109,60.0,Man
edward_j._markey,48,surprise,white,0.262,0.164,0.181,44.0,Man
edward_j._markey,33,happy,asian,0.386,0.288,0.484,65.0,Man
edward_j._markey,49,angry,white,0.048,-0.049,0.134,50.0,Man
edward_j._markey,30,happy,white,0.259,0.193,0.324,60.0,Man
edward_j._markey,24,neutral,white,0.019,-0.03,0.008,44.0,Man
edward_j._markey,55,happy,white,0.387,0.289,0.482,65.0,Man
edward_j._markey,54,happy,white,0.374,0.278,0.468,50.0,Man
edward_j._markey,38,happy,latino hispanic,0.388,0.291,0.485,60.0,Man
edward_j._markey,32,fear,white,-0.051,-0.107,-0.052,44.0,Man
edward_j._markey,46,happy,latino hispanic,0.396,0.297,0.495,65.0,Man
edward_j._markey,49,angry,white,0.048,-0.049,0.134,50.0,Man
elizabeth_warren,44,fear,white,-0.053,-0.148,-0.135,56.0,Woman
elizabeth_warren,28,happy,latino hispanic,0.396,0.297,0.495,55.7,Woman
elizabeth_warren,38,fear,middle eastern,-0.102,-0.193,-0.111,60.0,Woman
elizabeth_warren,28,happy,latino hispanic,0.396,0.297,0.495,56.0,Woman
elizabeth_warren,42,happy,white,0.38,0.285,0.475,55.0,Woman
elizabeth_warren,35,neutral,white,-0.047,-0.094,-0.103,54.0,Woman
elizabeth_warren,51,angry,white,-0.19,-0.288,-0.1,58.0,Woman
elizabeth_warren,42,happy,white,0.392,0.294,0.49,34.4,Woman
elizabeth_warren,29,happy,asian,0.391,0.292,0.489,55.2,Woman
elizabeth_warren,53,fear,asian,-0.1,-0.198,-0.098,53.8,Woman
elizabeth_warren,29,happy,latino hispanic,0.371,0.272,0.465,56.0,Woman
elizabeth_warren,35,sad,white,-0.1,-0.192,-0.269,54.0,Woman
elizabeth_warren,39,neutral,latino hispanic,-0.001,-0.002,-0.003,56.0,Woman
eric_schmitt,45,happy,white,0.38,0.285,0.475,49.0,Man
eric_schmitt,23,happy,white,0.315,0.217,0.41,51.0,Man
eric_schmitt,34,happy,white,0.384,0.288,0.48,47.0,Man
eric_schmitt,36,happy,white,0.356,0.267,0.445,49.1,Man
eric_schmitt,40,happy,white,0.396,0.297,0.495,55.0,Man
eric_schmitt,42,fear,white,-0.094,-0.186,-0.172,50.0,Man
eric_schmitt,42,happy,white,0.273,0.196,0.339,47.0,Man
eric_schmitt,46,neutral,white,-0.045,-0.067,-0.064,53.6,Man
eric_schmitt,42,fear,white,-0.094,-0.186,-0.172,53.3,Man
